id_cliente,nombre,genero,fecha_registro,gasto_q,ciudad,categoria
502819,Laura  Rojas,F,2026-01-29,15.43,Escuintla,Services
502658,Monica  Dominguez,F,2026-01-15,61.23,Guatemala,Education
503447,Isabel Dominguez,F,2026-02-04,459.66,Chimaltenango,Food
501997,Pedro Cruz,M,2026-02-04,256.64,Guatemala,Education
502056,Carlos  Ramirez,F,2026-01-11,394.93,Guatemala,Education
504768,Gustavo Morales,M,2026-02-12,37.44,Quetzaltenango,Food
502334,Jose Mejia,M,2026-02-25,21.1,Desconocida,Food
502807,Laura Mendez,F,2026-02-04,212.65,Quetzaltenango,Retail
503133,Carlos Solis,M,2026-01-28,152.84,Quetzaltenango,Services
504775,Juan Ortega,F,2026-01-15,490.26,Chimaltenango,Services
500577,Maria Solis,F,2026-02-20,362.79,Chimaltenango,Food
504234,Daniel Mazariegos,F,2026-01-10,251.8,Amatitlan,Food
502064,Elena Flores,F,2026-01-10,201.39,Villa Nueva,Education
501747,Sofia Ruiz,M,2026-02-21,165.62,Amatitlan,Food
500942,Jose Flores,M,2026-02-25,453.55,Amatitlan,Education
500312,Carmen Vargas,M,2026-02-06,420.73,Chimaltenango,Services
501202,Hector  Rojas,F,2026-02-26,232.9,Chimaltenango,Food
501264,Sofia Herrera,M,2026-01-07,267.67,Mixco,Food
504665,Fernando Ramirez,F,2026-02-12,401.5,Antigua,Services
500663,Carlos Vargas,M,2026-01-20,251.8,Villa Nueva,Education
503931,Oscar Lima,M,2026-02-15,414.96,Guatemala,Education
502986,Sofia Cruz,F,2026-01-20,85.26,Guatemala,Education
503676,Jose Nunez,F,2026-01-06,387.06,Quetzaltenango,Services
501513,Kevin Aguilar,F,2026-02-15,158.7,Chimaltenango,Services
502696,Kevin Diaz,F,2026-01-09,71.07,Guatemala,Retail
501554,Carmen Paz,M,2026-02-06,251.8,Amatitlan,Education
502526,Fernando Ramirez,M,2026-02-14,26.33,Quetzaltenango,Education
503679,Daniel Nunez,M,2026-01-20,200.28,Mixco,Food
501797,Monica Hernandez,F,2026-02-10,448.21,Mixco,Education
500749,Sofia Molina,M,2026-01-09,270.59,Villa Nueva,Retail
501788,Gustavo Herrera,M,2026-02-22,413.15,Villa Nueva,Retail
502740,Isabel Paz,F,2026-02-14,227.83,Desconocida,Retail
501080,Carlos Rojas,M,2026-01-19,218.57,Mixco,Services
500463,Fernando Hernandez,M,2026-02-12,275.48,Amatitlan,Retail
500988,Oscar  Ortega,F,2026-02-27,428.68,Mixco,Food
501989,Pedro Perez,M,2026-01-30,183.8,Quetzaltenango,Education
500319,Sofia Cruz,F,2026-02-25,72.05,Mixco,Services
503907,Fernando  Mejia,F,2026-02-20,288.21,Guatemala,Retail
502552,Valeria Herrera,M,2026-01-24,406.48,Escuintla,Education
500373,Gustavo Mazariegos,F,2026-02-11,251.8,Guatemala,Food
504597,Hector Ruiz,M,2026-02-15,17.24,Quetzaltenango,Retail
504217,Gabriela Torres,M,2026-02-17,251.8,Quetzaltenango,Services
501331,Daniel Rojas,F,2026-01-20,17.0,Amatitlan,Retail
504520,Jose Flores,F,2026-02-11,222.68,Guatemala,Education
504071,Pablo Ramirez,F,2026-02-10,251.8,Mixco,Services
501183,Monica Mendez,M,2026-01-03,9.59,Desconocida,Food
500410,Valeria Ramirez,M,2026-01-26,251.8,Villa Nueva,Services
501459,Miguel Mendez,M,2026-02-08,251.8,Chimaltenango,Education
500069,Ana Nunez,F,2026-01-19,326.51,Quetzaltenango,Retail
504061,Valeria Mejia,M,2026-02-07,251.8,Villa Nueva,Education
503862,Jose  Rojas,M,2026-01-05,356.88,Villa Nueva,Retail
502537,Maria Flores,F,2026-01-16,297.36,Amatitlan,Retail
500343,Ana Mendez,M,2026-02-14,128.16,Quetzaltenango,Retail
504503,Monica  Torres,M,2026-02-24,251.8,Guatemala,Services
502352,Valeria Paz,F,2026-02-24,79.57,Villa Nueva,Retail
502063,Oscar  Diaz,M,2026-01-19,251.8,Chimaltenango,Food
503832,Andrea Rojas,M,2026-01-09,303.9,Quetzaltenango,Services
504126,Paola  Rojas,M,2026-01-21,74.95,Mixco,Retail
503997,Oscar Soto,F,2026-02-16,301.03,Desconocida,Education
503389,Carlos Reyes,M,2026-02-12,361.88,Escuintla,Education
501379,Oscar Torres,M,2026-02-07,455.42,Quetzaltenango,Services
500589,Rene Lima,M,2026-01-21,367.21,Escuintla,Food
502387,Miguel Ortega,F,2026-03-01,499.64,Desconocida,Food
500864,Ana Soto,F,2026-01-31,176.42,Mixco,Food
502620,Oscar Mendez,F,2026-02-05,96.62,Escuintla,Retail
503773,Karla  Flores,M,2026-02-22,328.01,Desconocida,Education
500996,Oscar Lima,F,2026-02-01,478.69,Mixco,Services
500028,Diana Fuentes,F,2026-01-17,251.8,Quetzaltenango,Services
501165,Jose Mejia,F,2026-02-13,292.5,Villa Nueva,Retail
504367,Laura Molina,M,2026-02-17,423.14,Chimaltenango,Retail
503126,Jose Mazariegos,M,2026-02-26,447.26,Villa Nueva,Education
500509,Laura Soto,M,2026-02-25,270.24,Quetzaltenango,Services
503119,Monica Herrera,M,2026-02-23,251.8,Escuintla,Retail
504231,Diana Cruz,M,2026-02-03,60.63,Villa Nueva,Services
504334,Pablo Reyes,M,2026-01-18,265.16,Escuintla,Services
503171,Gustavo Ruiz,F,2026-02-13,68.71,Quetzaltenango,Services
500717,Paola Alvarez,F,2026-01-23,181.81,Desconocida,Food
503436,Rene Castillo,F,2026-01-10,119.24,Villa Nueva,Services
502833,Daniel Mazariegos,M,2026-02-07,348.88,Escuintla,Services
501716,Rene Flores,F,2026-01-15,377.49,Villa Nueva,Education
502423,Laura  Rojas,M,2026-01-03,280.29,Guatemala,Services
504201,Pablo Paz,M,2026-02-13,314.42,Chimaltenango,Food
500365,Elena  Molina,F,2026-01-12,442.07,Mixco,Food
500249,Hector Herrera,M,2026-01-10,329.83,Villa Nueva,Food
500519,Diana Torres,M,2026-01-04,251.8,Antigua,Food
504733,Ricardo Mendez,M,2026-02-12,362.51,Antigua,Services
501958,Jose Hernandez,F,2026-01-20,467.27,Mixco,Retail
501002,Diana Vargas,F,2026-01-15,251.8,Amatitlan,Education
504014,Juan Molina,M,2026-01-20,65.42,Quetzaltenango,Education
504602,Andrea Gomez,M,2026-01-15,157.78,Escuintla,Retail
503122,Ricardo Mazariegos,F,2026-02-19,160.73,Quetzaltenango,Services
501723,Juan Ruiz,F,2026-02-07,284.55,Escuintla,Services
500215,Sofia Lopez,M,2026-02-08,144.4,Desconocida,Retail
500219,Karla Castillo,M,2026-01-09,446.32,Villa Nueva,Retail
500657,Oscar  Torres,F,2026-01-19,447.11,Quetzaltenango,Education
501949,Monica Reyes,M,2026-02-06,414.49,Chimaltenango,Retail
503203,Luis Alvarez,M,2026-02-23,264.72,Chimaltenango,Food
501117,Ana Mejia,M,2026-01-07,486.87,Villa Nueva,Food
501582,Paola Morales,M,2026-02-04,118.86,Villa Nueva,Services
504222,Ricardo Mejia,F,2026-02-07,204.77,Escuintla,Retail
501611,Daniel  Soto,M,2026-02-01,89.2,Chimaltenango,Food
500347,Gustavo Lopez,M,2026-02-04,477.55,Guatemala,Food
500968,Maria Cruz,F,2026-02-04,467.45,Desconocida,Education
504561,Hector Aguilar,F,2026-02-23,364.66,Antigua,Education
504565,Kevin  Ruiz,M,2026-02-26,191.71,Escuintla,Retail
502238,Daniel Alvarez,F,2026-01-30,192.3,Amatitlan,Retail
503592,Monica  Gomez,M,2026-01-18,498.01,Mixco,Retail
501066,Monica Mejia,M,2026-02-07,498.96,Antigua,Education
503014,Carlos Soto,M,2026-01-07,251.8,Guatemala,Retail
502272,Jose Paz,M,2026-02-25,167.93,Guatemala,Education
502880,Patricia Castillo,M,2026-02-16,458.94,Villa Nueva,Education
501049,Isabel  Paz,M,2026-01-24,494.43,Chimaltenango,Retail
504570,Gabriela Ruiz,M,2026-01-19,231.76,Antigua,Retail
500064,Diana Reyes,M,2026-01-17,443.63,Mixco,Retail
500571,Sofia Alvarez,M,2026-01-04,349.16,Amatitlan,Education
503083,Oscar Diaz,F,2026-02-21,482.78,Chimaltenango,Education
503918,Laura Mazariegos,F,2026-01-29,495.37,Amatitlan,Retail
501013,Laura  Diaz,F,2026-02-20,413.17,Mixco,Retail
504361,Ricardo  Rojas,F,2026-01-07,254.42,Escuintla,Retail
500112,Carmen Hernandez,M,2026-02-05,128.04,Escuintla,Food
500061,Elena Nunez,F,2026-02-16,48.52,Amatitlan,Food
501619,Oscar Aguilar,M,2026-01-02,294.31,Amatitlan,Food
500755,Carmen Perez,F,2026-02-13,164.2,Mixco,Food
502732,Hector Castillo,F,2026-02-24,406.33,Chimaltenango,Services
504510,Maria  Molina,F,2026-01-05,15.52,Villa Nueva,Services
503967,Pablo  Aguilar,F,2026-02-13,155.75,Escuintla,Retail
501391,Rene Fuentes,F,2026-02-27,251.8,Antigua,Retail
503422,Pablo  Reyes,F,2026-02-16,344.34,Escuintla,Education
503268,Pedro Aguilar,F,2026-01-23,262.55,Guatemala,Food
502551,Carmen Mendez,F,2026-01-31,146.52,Quetzaltenango,Retail
501494,Gustavo Aguilar,F,2026-02-05,416.26,Escuintla,Food
503353,Paola Hernandez,M,2026-01-24,349.65,Guatemala,Retail
500648,Pablo Alvarez,M,2026-01-21,446.88,Mixco,Services
500504,Rene Gomez,F,2026-02-23,253.14,Mixco,Education
501414,Hector Flores,M,2026-02-14,251.8,Quetzaltenango,Retail
504761,Sofia Castillo,M,2026-02-24,251.8,Escuintla,Retail
501844,Carlos Lima,M,2026-02-13,37.71,Quetzaltenango,Education
500961,Valeria  Vargas,M,2026-01-30,371.09,Antigua,Services
500638,Carmen  Rojas,F,2026-02-05,160.63,Mixco,Education
504124,Jose Lopez,M,2026-01-10,198.76,Amatitlan,Food
501831,Laura Ruiz,F,2026-02-19,73.77,Guatemala,Food
500642,Sofia Mejia,F,2026-01-05,3.16,Antigua,Food
501830,Paola Alvarez,F,2026-02-21,94.47,Quetzaltenango,Services
500269,Juan Perez,F,2026-02-10,3.17,Quetzaltenango,Services
504791,Luis Aguilar,M,2026-02-01,283.56,Escuintla,Education
500884,Jose Ramirez,F,2026-01-19,47.61,Quetzaltenango,Retail
500628,Carmen Diaz,F,2026-02-21,214.87,Quetzaltenango,Retail
503571,Monica Vargas,F,2026-02-19,237.56,Antigua,Services
500338,Paola  Lima,M,2026-01-06,353.74,Quetzaltenango,Food
501104,Miguel Lima,F,2026-01-10,251.8,Desconocida,Services
502669,Juan Dominguez,F,2026-02-22,382.45,Antigua,Retail
500099,Paola Ramirez,M,2026-01-01,495.08,Escuintla,Services
501023,Gustavo Alvarez,M,2026-01-07,123.16,Chimaltenango,Services
500176,Karla Ramirez,M,2026-01-03,29.89,Chimaltenango,Food
502792,Ana Reyes,M,2026-01-27,123.37,Amatitlan,Services
502513,Jose Reyes,F,2026-01-17,297.35,Guatemala,Food
501206,Elena Herrera,M,2026-01-05,489.97,Villa Nueva,Food
504224,Maria  Cruz,M,2026-02-03,178.19,Guatemala,Services
500956,Isabel Mejia,F,2026-02-02,477.1,Villa Nueva,Retail
504023,Paola Mejia,F,2026-02-24,422.45,Chimaltenango,Education
503771,Daniel Gomez,F,2026-02-08,211.31,Mixco,Education
502854,Diana Flores,M,2026-02-25,378.43,Chimaltenango,Food
501105,Laura Flores,F,2026-02-10,42.92,Antigua,Services
502506,Oscar Ruiz,M,2026-02-14,306.98,Escuintla,Retail
500962,Rene Herrera,M,2026-01-14,251.8,Villa Nueva,Retail
503888,Valeria Fuentes,M,2026-01-23,52.81,Desconocida,Education
504496,Carlos Fuentes,M,2026-02-15,170.03,Escuintla,Education
504242,Jose Flores,M,2026-02-24,251.8,Quetzaltenango,Services
502326,Gustavo Ramirez,M,2026-02-14,227.31,Chimaltenango,Education
502123,Maria Mendez,F,2026-02-17,390.87,Mixco,Retail
503509,Diana Ortega,M,2026-01-17,198.34,Villa Nueva,Services
501382,Diana Diaz,F,2026-01-17,400.54,Guatemala,Food
501407,Carlos Vargas,F,2026-02-09,115.68,Chimaltenango,Food
504458,Luis Hernandez,M,2026-02-27,197.5,Villa Nueva,Education
504265,Sofia Dominguez,F,2026-02-14,130.43,Mixco,Food
500472,Juan Solis,M,2026-01-05,165.72,Villa Nueva,Education
502462,Pedro Gomez,M,2026-01-21,287.89,Mixco,Food
500358,Pablo Mendez,F,2026-01-18,94.47,Quetzaltenango,Food
502377,Pedro Lima,M,2026-02-13,251.8,Chimaltenango,Retail
500118,Carlos Solis,M,2026-01-06,103.43,Amatitlan,Food
503414,Monica Ramirez,F,2026-02-13,428.1,Desconocida,Food
500002,Gustavo Aguilar,F,2026-01-08,251.8,Quetzaltenango,Retail
504424,Ana Lima,F,2026-01-18,290.31,Chimaltenango,Food
502491,Miguel Perez,F,2026-01-08,20.48,Amatitlan,Food
502398,Miguel  Perez,M,2026-01-07,344.01,Mixco,Services
501161,Ricardo Castillo,M,2026-01-05,210.79,Amatitlan,Services
501196,Andrea Fuentes,M,2026-01-11,305.29,Quetzaltenango,Services
504603,Fernando Torres,M,2026-01-14,471.05,Villa Nueva,Services
504371,Laura  Aguilar,M,2026-02-08,41.72,Quetzaltenango,Services
502040,Luis  Perez,F,2026-02-04,183.14,Amatitlan,Services
504640,Patricia Fuentes,F,2026-02-18,150.43,Antigua,Services
504794,Rene Aguilar,F,2026-02-03,196.76,Villa Nueva,Retail
501329,Maria Ruiz,M,2026-01-28,183.79,Quetzaltenango,Services
504364,Isabel  Mendez,F,2026-01-21,336.65,Quetzaltenango,Services
503426,Carmen Castillo,M,2026-01-06,149.55,Villa Nueva,Retail
501647,Patricia Torres,M,2026-01-16,283.35,Chimaltenango,Food
503156,Miguel Perez,F,2026-02-10,414.25,Villa Nueva,Services
501304,Carlos  Mejia,F,2026-01-11,441.32,Chimaltenango,Food
500307,Miguel Lopez,F,2026-02-04,483.25,Chimaltenango,Education
502984,Maria Rojas,M,2026-01-28,120.04,Amatitlan,Education
500294,Patricia  Cruz,M,2026-02-15,374.59,Desconocida,Services
500951,Jose  Mendez,M,2026-01-25,494.36,Chimaltenango,Food
501501,Maria Paz,F,2026-02-20,453.27,Escuintla,Services
500668,Monica Lopez,M,2026-01-04,343.03,Villa Nueva,Education
500236,Oscar Fuentes,M,2026-01-05,116.82,Antigua,Education
502713,Juan Gomez,F,2026-01-26,357.66,Mixco,Education
503730,Patricia Solis,M,2026-02-01,26.46,Quetzaltenango,Education
503510,Laura  Castillo,F,2026-01-18,172.82,Quetzaltenango,Retail
500098,Miguel Ramirez,M,2026-01-10,90.47,Quetzaltenango,Education
501727,Karla Mendez,F,2026-01-04,71.44,Desconocida,Retail
501737,Hector Flores,F,2026-01-25,149.26,Quetzaltenango,Education
503989,Elena Paz,M,2026-01-02,464.88,Amatitlan,Education
501827,Patricia Castillo,M,2026-02-18,251.8,Amatitlan,Services
504726,Laura  Cruz,M,2026-02-27,406.91,Escuintla,Education
500580,Laura Diaz,M,2026-01-24,423.42,Antigua,Services
502657,Carlos Mejia,F,2026-01-24,341.06,Antigua,Education
501268,Isabel Alvarez,F,2026-02-03,202.61,Chimaltenango,Food
503158,Andrea Vargas,F,2026-01-14,181.4,Guatemala,Retail
501432,Luis Castillo,M,2026-01-27,409.18,Chimaltenango,Education
504792,Isabel Lima,F,2026-02-27,392.71,Amatitlan,Education
500595,Daniel Gomez,M,2026-02-26,169.77,Villa Nueva,Services
501975,Oscar Soto,M,2026-01-20,461.3,Antigua,Food
502641,Luis Rojas,M,2026-02-16,359.29,Guatemala,Retail
501279,Gustavo  Solis,M,2026-02-19,444.22,Escuintla,Retail
500066,Patricia Aguilar,F,2026-01-05,449.85,Antigua,Food
500354,Kevin Vargas,M,2026-02-24,419.12,Quetzaltenango,Food
504519,Patricia Dominguez,F,2026-01-13,32.81,Amatitlan,Food
500946,Fernando Lopez,F,2026-02-07,342.61,Escuintla,Services
501073,Rene Perez,M,2026-02-07,390.99,Mixco,Education
504657,Gabriela Cruz,M,2026-02-26,3.6,Guatemala,Retail
504516,Gustavo Lopez,F,2026-02-03,68.91,Guatemala,Services
502708,Rene Lopez,F,2026-03-01,370.3,Antigua,Education
501241,Monica  Paz,M,2026-02-05,251.8,Chimaltenango,Retail
502878,Andrea Hernandez,M,2026-02-28,208.49,Escuintla,Food
504628,Paola Lima,F,2026-02-26,102.1,Desconocida,Education
502995,Pedro Morales,M,2026-02-04,481.83,Escuintla,Food
504783,Andrea Reyes,F,2026-02-05,27.96,Escuintla,Food
502603,Gabriela Vargas,F,2026-02-03,363.71,Escuintla,Retail
502832,Valeria Molina,M,2026-01-27,113.47,Quetzaltenango,Retail
502859,Oscar Paz,M,2026-01-06,152.99,Antigua,Retail
503140,Daniel Torres,F,2026-02-02,305.08,Antigua,Retail
503277,Elena Morales,F,2026-01-02,137.43,Villa Nueva,Services
504233,Juan Dominguez,M,2026-02-25,476.95,Chimaltenango,Food
501780,Karla Herrera,M,2026-01-26,393.7,Amatitlan,Education
503642,Monica Mendez,M,2026-02-26,421.21,Guatemala,Education
502432,Juan Mazariegos,M,2026-01-09,118.42,Villa Nueva,Food
501032,Rene Mazariegos,F,2026-02-11,442.7,Antigua,Services
503219,Pablo Lopez,F,2026-02-25,283.53,Mixco,Food
504020,Oscar Castillo,M,2026-02-17,9.84,Chimaltenango,Education
500821,Luis Flores,M,2026-01-24,33.75,Antigua,Services
501849,Kevin Morales,F,2026-01-31,171.5,Mixco,Retail
503073,Pedro Rojas,F,2026-02-18,297.51,Mixco,Food
502863,Monica Hernandez,M,2026-01-11,350.56,Mixco,Food
503121,Fernando  Perez,F,2026-01-06,95.15,Quetzaltenango,Education
502447,Paola Castillo,F,2026-01-01,325.58,Chimaltenango,Retail
504836,Diana Lima,F,2026-02-19,312.7,Chimaltenango,Education
500997,Andrea Vargas,M,2026-02-11,251.8,Mixco,Services
503970,Kevin  Lopez,F,2026-01-05,251.8,Villa Nueva,Education
500770,Monica Mazariegos,M,2026-02-22,178.08,Escuintla,Retail
500056,Isabel Castillo,F,2026-02-18,468.48,Amatitlan,Services
500139,Paola Molina,M,2026-02-14,157.35,Quetzaltenango,Education
502032,Valeria  Ruiz,M,2026-01-25,293.73,Amatitlan,Retail
501445,Paola Torres,F,2026-02-06,413.0,Chimaltenango,Food
504579,Kevin Perez,F,2026-02-04,336.38,Amatitlan,Food
502236,Valeria  Flores,F,2026-02-09,277.45,Chimaltenango,Education
504617,Daniel Gomez,M,2026-02-13,147.94,Mixco,Retail
500676,Paola Gomez,F,2026-02-27,338.76,Chimaltenango,Services
500172,Patricia Aguilar,M,2026-01-19,275.96,Chimaltenango,Education
502051,Miguel Rojas,F,2026-01-27,493.49,Villa Nueva,Food
500407,Oscar Gomez,M,2026-01-01,251.8,Villa Nueva,Services
504589,Andrea Flores,F,2026-01-01,167.85,Guatemala,Food
500941,Maria Aguilar,M,2026-01-20,260.88,Mixco,Food
504070,Gabriela Ruiz,F,2026-02-23,422.89,Amatitlan,Services
504752,Valeria Reyes,M,2026-02-10,484.87,Guatemala,Retail
502280,Kevin Ortega,M,2026-02-16,324.9,Escuintla,Retail
500604,Jose Aguilar,M,2026-02-17,401.37,Mixco,Services
502837,Rene Fuentes,M,2026-02-09,136.28,Escuintla,Services
504684,Carmen Castillo,M,2026-01-31,22.01,Quetzaltenango,Services
504272,Maria  Solis,M,2026-02-12,153.65,Chimaltenango,Food
500355,Monica Herrera,F,2026-02-11,299.84,Villa Nueva,Education
503910,Ana Fuentes,F,2026-02-20,377.82,Chimaltenango,Education
502654,Hector Dominguez,F,2026-02-15,138.11,Mixco,Services
501765,Miguel Mendez,F,2026-02-15,234.96,Quetzaltenango,Retail
502142,Gustavo  Castillo,M,2026-02-01,283.22,Mixco,Education
503585,Diana Flores,F,2026-02-25,216.45,Mixco,Services
501931,Gustavo Solis,F,2026-01-10,115.42,Antigua,Retail
504297,Miguel Herrera,F,2026-01-28,196.04,Mixco,Retail
500856,Pablo  Solis,F,2026-02-01,20.28,Quetzaltenango,Education
502728,Jose Castillo,F,2026-01-26,322.19,Amatitlan,Services
501860,Miguel Cruz,F,2026-02-11,408.87,Chimaltenango,Services
502007,Monica  Reyes,F,2026-02-25,251.8,Quetzaltenango,Services
504359,Kevin Torres,F,2026-01-05,21.58,Antigua,Retail
504288,Paola Dominguez,F,2026-01-13,28.49,Guatemala,Food
504563,Pablo Gomez,M,2026-02-18,251.8,Escuintla,Services
504575,Valeria Fuentes,F,2026-01-31,416.71,Escuintla,Retail
501111,Laura  Ramirez,M,2026-01-12,84.03,Mixco,Retail
500287,Laura Mazariegos,F,2026-01-21,300.77,Escuintla,Food
500211,Pedro Solis,M,2026-02-02,310.47,Escuintla,Education
504286,Paola Nunez,F,2026-02-18,42.48,Antigua,Services
503346,Kevin Alvarez,F,2026-01-04,328.57,Escuintla,Services
503706,Valeria  Ruiz,M,2026-02-17,461.08,Villa Nueva,Services
501238,Gabriela Hernandez,M,2026-02-12,306.48,Escuintla,Education
504444,Carlos Nunez,M,2026-01-14,11.18,Escuintla,Services
504319,Paola Mazariegos,M,2026-02-08,421.58,Chimaltenango,Services
500449,Rene Cruz,F,2026-01-04,332.99,Guatemala,Education
504443,Rene Ramirez,F,2026-02-01,58.02,Guatemala,Retail
500257,Andrea Paz,M,2026-01-14,175.2,Villa Nueva,Education
503332,Paola Dominguez,F,2026-03-01,213.66,Amatitlan,Food
503027,Fernando Morales,M,2026-02-22,151.65,Quetzaltenango,Services
500450,Paola Fuentes,M,2026-01-13,362.15,Amatitlan,Food
504032,Hector Herrera,F,2026-01-21,323.61,Amatitlan,Retail
502409,Andrea Castillo,F,2026-02-22,203.9,Antigua,Retail
504063,Gustavo Fuentes,F,2026-02-09,49.44,Guatemala,Services
501632,Isabel Cruz,F,2026-01-20,359.06,Chimaltenango,Services
502201,Ricardo Diaz,M,2026-01-10,172.18,Antigua,Education
500910,Diana Diaz,M,2026-01-02,208.98,Desconocida,Services
503646,Rene Gomez,F,2026-01-18,331.94,Chimaltenango,Education
504021,Gabriela Alvarez,F,2026-01-22,397.62,Escuintla,Services
503565,Rene Flores,M,2026-01-08,251.8,Escuintla,Retail
504158,Karla Solis,M,2026-02-04,266.88,Quetzaltenango,Education
501255,Ricardo  Paz,F,2026-02-22,438.31,Antigua,Education
501862,Paola  Castillo,M,2026-02-22,207.26,Villa Nueva,Education
503554,Laura Dominguez,F,2026-01-17,445.48,Escuintla,Retail
500989,Gabriela  Perez,F,2026-01-05,456.09,Villa Nueva,Education
504046,Juan  Torres,F,2026-02-01,293.89,Villa Nueva,Services
503478,Carlos Mendez,M,2026-01-13,432.97,Amatitlan,Food
500396,Valeria  Lopez,M,2026-02-22,355.53,Mixco,Food
503846,Elena Castillo,F,2026-02-11,319.87,Antigua,Education
500761,Rene Fuentes,M,2026-01-08,299.28,Desconocida,Education
502480,Diana Herrera,F,2026-01-31,175.59,Quetzaltenango,Education
503875,Juan Fuentes,M,2026-01-02,232.24,Escuintla,Education
503068,Carlos Cruz,M,2026-02-19,156.39,Amatitlan,Retail
500130,Daniel Mejia,F,2026-02-14,463.4,Escuintla,Retail
502798,Isabel Hernandez,M,2026-01-12,308.77,Quetzaltenango,Education
504336,Diana Lima,F,2026-01-06,108.65,Quetzaltenango,Food
504824,Maria  Fuentes,M,2026-02-13,372.82,Amatitlan,Retail
503191,Diana Castillo,F,2026-02-02,86.31,Villa Nueva,Retail
503459,Patricia Vargas,F,2026-02-25,177.74,Quetzaltenango,Services
503345,Pablo Mazariegos,F,2026-01-13,181.86,Villa Nueva,Food
502561,Kevin  Lima,F,2026-02-09,136.83,Mixco,Retail
501214,Hector Ruiz,F,2026-01-05,251.8,Antigua,Services
503283,Miguel Ortega,F,2026-02-08,300.67,Escuintla,Education
504699,Jose Soto,F,2026-01-01,235.42,Guatemala,Education
500777,Carmen Herrera,F,2026-01-27,62.08,Antigua,Retail
500606,Diana  Nunez,F,2026-01-15,393.12,Mixco,Food
501318,Gustavo Mendez,F,2026-01-08,251.8,Mixco,Education
501257,Elena  Paz,M,2026-02-17,308.01,Villa Nueva,Education
500557,Laura Lima,F,2026-02-27,251.8,Quetzaltenango,Retail
504866,Laura Alvarez,M,2026-01-23,227.56,Chimaltenango,Food
